,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date
267,CoronaUpdateBot,"@plutonicindia made me to retweet important updates about #coronavirus

Follow Us for all the related updates worldwide",,0,0,3,1208,630684,Coronavirus live news: China warns of Covid-linked 'racial violence' overseas https://t.co/pLyM4Wstmf,[],2020-06-05 23:59:57
268,GregSpievak,CEO Reboot Communications,Victoria,0,0,436,730,9474,The Top Doctor Who Aced the Coronavirus Test https://t.co/xrFS75iZ6d #hcs20,['hcs20'],2020-06-05 23:59:57
269,halpernrick,"Historian, Author, Cook, Photographer, critical thinker",Toronto,0,0,1513,1124,11097,""" I’ve been afraid of the coronavirus for three months, but I’ve been afraid of getting killed by police for four d… https://t.co/c4N2O1Jmzj",[],2020-06-05 23:59:57
270,VaishaliPansare,,,0,0,28,18,268,"“Against a backdrop of disproportionately high death rates from COVID-19, the horrific examples of injustice and ra… https://t.co/PBLX9BNuUx",[],2020-06-05 23:59:57
271,KimERichard,"Blogger for @NBCDFW, avid traveler, arts administrator, lover of all arts","Dallas, Texas",0,0,473,284,6781,"Dallas County Reports Another Record Number of COVID-19 Cases Friday, 10 More Deaths https://t.co/mfrOyY2VWz",[],2020-06-05 23:59:57
272,jidlv,"Hetero, de derechas, católico, taurino y del Madrid. En resumen un antisistema. Ah y admirador de Cristobal Colon y la gesta de la Conquista",,2,0,93,9,1527,"Los gobiernos ya no sabían cómo salir de esta gran mentira que es el COVID-19, de repente se les ocurre la solución… https://t.co/DSDwn8V3vT",[],2020-06-05 23:59:57
273,PrAndersonRodri,http://pastorandersonrodrigues.wordpress.com,Teresópolis/ RJ,0,0,309,162,1198,"URGENTE @GloboNews @JornalOGlobo
O ministro Edson Fachin, do @STF_oficial, concedeu liminar proibindo operações pol… https://t.co/jYGiAAjZoI",[],2020-06-05 23:59:57
274,karynavarro14,,"Madrid, España",0,0,152,43,3474,"👉🏼#Ayuso concedió a dedo un contrato de 30.250€ a #CakeMinuesa para hacer vídeos sobre el #coronavirus, como desvel… https://t.co/uzTHHcB54j","['Ayuso', 'CakeMinuesa', 'coronavirus']",2020-06-05 23:59:57
275,Agustinalu0,"Militante peronista. 
-Discutí quien sos-","Ensenada, Argentina",0,0,212,161,1659,"RESPETO Y SOLIDARIDAD EN TIEMPOS DE PANDEMIA

Ante el contexto de pandemia que estamos viviendo, invitamos a la com… https://t.co/hiCosJ3hHP",[],2020-06-05 23:59:57
276,fcdpainting,"🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸MAGA🇺🇸🇺🇸🇺🇸🇺🇸
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",,0,0,1784,1568,72325,".@USDA’s Coronavirus Food Assistance Program is already getting payments out to Nebraska ag producers.

Here’s an u… https://t.co/vG04nbUIpE",[],2020-06-05 23:59:57
277,Republica_4T,Apoya a República 4T en ML https://mpago.la/1aPAYw9 y paypal: http://paypal.me/rnrmx,,0,0,134,40,1037,Conferencia #Coronavirus Covid-19 en México @HLGatell @SSalud_mx | 5 de Junio 2020 #NuevaNormalidad https://t.co/Y9a4TCqVuE,"['Coronavirus', 'NuevaNormalidad']",2020-06-05 23:59:56
278,ROCwillBeBack,"Democracy, Freedom, Human Rights 每個人都應該有思辨能力和言論自由，住民有自決權。從1911年到現在，中華民國🇹🇼一直存在，這是歷史事實。盡自己所能傳播真相，努力驅逐馬列黃俄和光復中華民國淪陷區，及迎接兩蔣總統陵寢回歸大陸。",The Republic Of China,0,0,1311,1250,79751,英國駐中國大使館在6月4日於 Twitter上載一張燭光的照片，中國駐英國大使館的公使馬輝回應該帖子，寫上「願4萬名在英國Covid-19疫情下死亡的人士安息」和「願3年的死於倫敦Grenfell大火的人士安息」。 https://t.co/cxjLGK4ghi,[],2020-06-05 23:59:56
279,Nilia_20,"Keep calm and call Jack Bauer.
Events occur in real time
#Apruebo #ElAbrazoDeAmara",Chilezuela,0,0,1234,1620,87741,"[IMPORTANTE]: Informamos a nuestros pacientes que debido a alta demanda, nos encontramos sin disponibilidad para la… https://t.co/othrpXdQAn",[],2020-06-05 23:59:56
280,ARTHURGCARTER1,"Mission -INDIVIDUAL MERIT IS SUPREME;
WHEREEVER INVOLUNTARY BIRTH",INDIVIDUAL MERIT FIRST & LAST,0,0,0,21,53106,Gap records nearly $1 billion in losses on coronavirus-led store closures https://t.co/Yq1WPx4I3b via @cgtnofficial,[],2020-06-05 23:59:56
281,carlosllvc65,"Ing. Electrónico, Dr. C. Pedagógicas y Director Provincial de Joven Club de Computación y Electrónica. Me gusta leer y escribir.",Santa Clara. Villa Clara. Cuba,0,0,14382,18669,39760,"#Cuba 🇨🇺 Siempre al servicio de la salud del pueblo
La red de hospitales militares del país ha participado de maner… https://t.co/puiVpUq3UT",['Cuba'],2020-06-05 23:59:56
282,JosDeJessMarn4,Bailar,,0,0,88,7,2815,"Antonio Capella, integrante del equipo científico que desarrolló el modelo AMA, dijo que durante la última semana d… https://t.co/ZLm5vWjnf0",[],2020-06-05 23:59:56
283,alyssa_reeves6,wvu ‘24 | BLM | occasionally the funny one,she/her,0,0,691,212,698,fuck corona fuck the police and fuck whoever put 4 muffins in these little bites shit makes no sense,[],2020-06-05 23:59:56
284,caravela1111,,,0,0,123,18,2028,Y son tan cínicos y farsantes que Epigmenio pasará lista de Giovanni pero olvidaré pasar lista a 60 mil muertos vio… https://t.co/F9ZjKDxgI3,[],2020-06-05 23:59:56
285,itsparkerwarren,25 • MD • intj • 10/10/16 • he/him,out there,0,0,58,711,31306,"We are battling COVID-19, a race war and sexual assault all at the same time and I must say.. it is a lot",[],2020-06-05 23:59:56
286,AnalystTyrion,"No soy nuevo en Twitter y mis cuentas te delatarán,usaré mi juicio para exponerte (BIEN/MAL) BBA Supply Chain Management/ BBA Marketing / Minor Computer Science",,0,0,4515,4497,42363,"Lo verdaderamente ""nano"" de la sra. Florero @M_OlgaSCordero, es su vergüenza.

Deje de dar consejos mágicos para el… https://t.co/DkK9aTI1a0",[],2020-06-05 23:59:56
287,BangaaWhiteMage,26 year old Bangaa who likes to play videogames and draw stuff  | @SillySigma is my boyfriend! | 18+ only please! | #blacklivesmatter | icon by  @protoBASILISK,,0,0,392,352,109610,"https://t.co/cWMJCHd7gL

Update on this situation 🤙🏾🤙🏾🤙🏾🤙🏾

The fact that they also got shut down for not following… https://t.co/21AmixsoIC",[],2020-06-05 23:59:56
288,AbuMansur,Oldskool,Sydney,0,0,3296,3304,76324,"Raporun tamamı özetlemek mümkün değil.  Medyadan veya kamudan talep edenlere 93 sayfalık raporu mail atabilirim.

B… https://t.co/F0RXw9wuQE",[],2020-06-05 23:59:56
289,pedrohtri,"pai, esposo, triatleta","Santos, SP",1,0,354,308,70588,"Gente, fiz o geste da covid 19 e o resultado foi que eu tive o vírus e já estou com anticorpos.
Pra quem lembra, ti… https://t.co/bEQfZ57Cnt",[],2020-06-05 23:59:56
290,Dionara90260502,,,0,0,208,55,26671,"A Petrobras exportou 1,11 milhão de toneladas de óleo combustível em maio deste ano. 231% superior ao volume export… https://t.co/b5ixLCvQph",[],2020-06-05 23:59:56
291,grauniad_news,A twitter bot which tweets @guardian tweets with spelling mistakes. The bot is not smart enough to determine when such spelling mistakes may appear insensitive.,,0,0,0,225,331441,Coronavirus live news: hCina narws of Covid-linked 'racial violence' overseas https://t.co/NPUfJx8SaC,[],2020-06-05 23:59:56
292,charnego123,"Arquitecto Técnico 🏳️‍🌈Viajero incansable, amante de los animales y la naturaleza. Exiliado del régimen fascio nazionalista catalán. LIBERTAD PARA TABARNIA.",Reino de España,0,1,1016,678,19345,@Dashka59171291 @jburnmurdoch @danieldombey El número de fallecidos reales por Coronavirus en Reino Unido es de 61.… https://t.co/OoJaDI0s1S,[],2020-06-05 23:59:56
293,Oohmyjah2398,"||Stan @SB19Official ||   





A'tin







OT5!!!",,0,0,287,263,39366,"🌿 SB19 &lt;ikako&gt; MV out now! 🌿
Full video here: https://t.co/mXBw8loVTE

A special tribute to our front liners and ou… https://t.co/WIbOxR6z2i",[],2020-06-05 23:59:56
294,crfrabello,021/027 @flamengo @filiperet,Setor norte - Maracanã,0,0,602,631,34069,“não é porque sextou que tu sextarás.” covid 19;20,[],2020-06-05 23:59:56
295,tismulyati,,earth,0,0,189,86,6705,"@Kinanti_88 @alextom71 Prediksi yang tepat👍💪🇲🇨

Morgan Stanley menempatkan Indonesia dalam kelompok negara-negara y… https://t.co/oz7yD17Epg",[],2020-06-05 23:59:56
296,zamarcashton,CEO Dynamic Body Technology and Financial Problem Solver marc@decusatio.co.za,"Johannesburg, South Africa",0,0,1768,14237,47067,"US States COVID-19 Update: Reported Tests, Cases &amp; Deaths as % of Population... https://t.co/0B6Nn7ix2d",[],2020-06-05 23:59:56
297,Coyote__ACME,No lo puedes entender ...,,0,0,369,64,4188,El concejal de Fuencarral-El Pardo deniega una recogida de alimentos en Montecarmelo para familias afectadas por el… https://t.co/Xa4jTRSRcb,[],2020-06-05 23:59:56
298,purrmonsta,"💙MASKuP#BLM🇺🇸RETWEET=FYI,NOT=agree💙#RESISTfacsism
🌊MOREDems2022🇺🇸FOLLOW ME I FBR(no Bots,porn,MAGAs)💙CATsAdoptDon'tShop💙NO DMsPLEASE💙REGISTER2Vote🌊🇺",United States,0,0,12706,12034,450328,"trump just accused Maine’s Governor, Janet Mills, of being a dictator for not opening up the state due to Coronavir… https://t.co/JpLUd3fr4W",[],2020-06-05 23:59:56
299,Piyush23843829,"Mechanical Engineer ,Alumnus IIT Delhi,MANIT Bhopal.Proud Hindu, Ex secular,Advait,Yogamaya.",India,0,0,1611,1038,31024,Kashi Vishwanath process of restoration has already started. Waiting for end of Coronavirus. https://t.co/OFeRbfyCes,[],2020-06-05 23:59:56
300,igoteczema,"83 dumb tweets a day. 
this is where I come to complain

{she/her}","Mobile, AL",0,0,348,110,4480,"Remember how, at the beginning of COVID-19, we were all, ""Oh no, a pandemic! Quick, protect everyone!"" Then a fuckt… https://t.co/DTq0JAWyMs",[],2020-06-07 23:59:59
301,shelsy7921,,"Nicolás Romero, México",0,0,347,131,5266,@ClubAmerica @Corona_Futbol Rt Experiencia,[],2020-06-07 23:59:59
302,ChannelLifeAU,ChannelLife is a live news website and weekly email newsletter dedicated to Australia's technology channel. Part of the @techdaynetwork.,Australia,0,0,656,1281,14389,IDC COVID-19 Tech Index finds business confidence in decline: https://t.co/LUM0XBJIHA,[],2020-06-07 23:59:59
303,ivism20,"yo no pedí nacer en Venezuela,  simplemente,  tuve suerte. Los Estados Unidos parecen destinados por la providencia a plagar la América de hambre y miseria S.B.",,0,0,2984,2133,115434,"📲 #7Jun| 📢 🇻🇪 En #ModoActivo Con La ¡LA ETIQUETA DEL DÍA! ⏩ #NuevoEsquema7x7
Continuemos en cuarentena. Sigamos man… https://t.co/1vyw0CQNf7","['7Jun', 'ModoActivo', 'NuevoEsquema7x7']",2020-06-07 23:59:59
304,DMaltzman,💜🇺🇾💜,"Montevideo, Uruguay",0,0,3877,237,48415,https://t.co/tmO1qPljBK,[],2020-06-07 23:59:59
305,choraedorme_,sol da meia noite,"Recife, Brasil",0,0,266,216,28156,Fica aí dando rolê carai enquanto minha mãe trabalha igual uma condenada cheia de coisa na cara e sem poder beber á… https://t.co/FUMQo7F4wp,[],2020-06-07 23:59:59
306,iOptimizeRealty,"Tenant Representation, Economic Development, Strategic Advisory, Commercial Real Estate Optimization & Space Disposition #CRE #TenantRep, #Office #Warehouse","Commack, NY",0,0,2933,2241,64440,"Redesigning Your Office Layout in an Era of Social Distancing #CRE #Office #Layout #COVID-19 #Design      
https://t.co/nsdcHSPGBH","['CRE', 'Office', 'Layout', 'COVID', 'Design']",2020-06-07 23:59:59
307,RorroSantito2,,,0,0,145,54,7905,2.190 muertos en total por coronavirus en Chile: Gobierno actualizó cifras tras corrección https://t.co/UtinU32WS2 https://t.co/EVt69prpP7,[],2020-06-07 23:59:59
308,ttdogabee,namaste porra,"Goiânia, Brasil",2,0,373,405,10298,"@sofiaalessa1 🤩❌RESENHOVAS❌
muie:free ate meia noite 
homem:10 reais 

❌PROIBIDO CAMISA DE TIME
❌PROIBIDO SAIR SEM CORONA VIRUS",[],2020-06-07 23:59:59
309,zurinaeyna53,We are not perfect 💅,"Rawang, Selangor",0,0,951,546,8641,"Kalau 31 Ogos nie Malaysia dah takda kes Covid-19, maksudnya kita merdeka 2 kali ganda dari biasa. Merdeka dari pen… https://t.co/DlhkrCWzyD",[],2020-06-07 23:59:59
310,zgolferlck,"Christian, golf, fishing, #MAGA
Texan till the end!!",,0,0,755,401,19515,"First impeachment, then Covid-19, now Riots. All have failed! Any guess as to what (They) will try next? Doesn't re… https://t.co/mAHn3Pzwvx",[],2020-06-07 23:59:59
311,Mitzi06248343,,,0,0,25,18,2206,"Un joven fraile que llevaba alimento y consuelo espiritual a indigentes enfermos de coronavirus, falleció a causa d… https://t.co/LEGQpNvjYr",['COVID'],2020-06-07 23:59:59
312,silviamaia25,Uma pessoa que acredita que podemos melhorar sempre!,"Rio de Janeiro, Brasil",0,0,1120,764,63389,Carlos Wizard apostava na recontagem dos mortos pela covid-19 e no uso maciço de cloroquina em pacientes com sintom… https://t.co/v9VWvaEI5P,[],2020-06-07 23:59:59
313,RaayReeis3,"Eterno Vô - 28/11/18 💔👼🏻
 • Eterno Dirley - 31/05 💔👼🏽",Heitor - 18/01/2020 💙,1,1,1201,805,6867,@Lucaoo_3 Puma+corona💙😂,[],2020-06-07 23:59:59
314,MIRTHA42372553,Madre en constante aprendizaje.,,0,0,72,5,172,"Hoy batallamos contra un enemigo invisible, la cual ha generado dolor e incertidumbre. Hoy y siempre, debemos de le… https://t.co/i3KN3NvOqu",[],2020-06-07 23:59:59
315,JEPNewsTV,🗞️Somos el periodico digital más leído por jóvenes 📰,CDMX,6,0,679,2341,25739,"Sigue la transmisión totalmente #EnVivo del estatus sobre el #Coronavirus en México 🇲🇽👇😷

https://t.co/cKJ5OcPSEs","['EnVivo', 'Coronavirus']",2020-06-07 23:59:59
316,sassy1ntn,,United States,0,0,1341,1264,170185,Scientists find link between COVID-19 severity and genetics https://t.co/3nlkbzELfV,[],2020-06-07 23:59:59
317,ingealvarez68,LOS PODEROSOS SE VEN GRANDES POR QUE EL PUEBLO ESTA ARRODILLADO.,"Medellín, Colombia",0,0,2699,2841,147768,Estados Unidos está a punto de superar los dos millones de casos #coronavirus,['coronavirus'],2020-06-07 23:59:58
318,Rodriguezx,,,0,0,135,43,125,"Joven venezolano oriundo de Lechería, logra superar el coronavirus en España, luego de estar 31 días en coma induci… https://t.co/2fHEUBJP43",[],2020-06-07 23:59:58
319,gaelialight,"'Better pass boldly unto that other world in the full glory of some passion, than fade and wither dismally with age'  James Joyce said it.  I agree.",Coffs Harbour NSW,0,0,1763,806,26905,The wonderful world of mucus. https://t.co/R6qtgooR0e,[],2020-06-07 23:59:58
320,Wood6213,,,0,0,215,64,22917,"Me entero que Óscar Ugarte está enfermo del coronavirus.
Hagamos votos de su pronta recuperación. ¡Fuerza!",[],2020-06-07 23:59:58
321,Miguel20516764,Ingeniería en sistemas computacionales 💻 IPN ESCOM 💙,,0,0,249,38,7899,"@ClubAmerica @Corona_Futbol Solidaridad 
#VamosAmerica",['VamosAmerica'],2020-06-07 23:59:58
322,Pkt31371100,,,0,0,176,0,139,How the world can avoid screwing up the response to Covid-19 again https://t.co/NFvm86tQ0h via @statnews,[],2020-06-07 23:59:58
323,Lovin_Brit_Brat,Somewhere between psychotic and iconic..,WhereTheMoneyReside,0,0,625,564,76132,People didn’t stop posting about Black Lives Matter. The media all of a sudden magically cares about COVID-19 again,[],2020-06-07 23:59:58
324,jeannemg,,,0,0,736,22,4120,Doctors keep discovering new ways the #coronavirus attacks the body https://t.co/ce3n0RcGl0,['coronavirus'],2020-06-07 23:59:58
325,vromog,,"Miguel Hidalgo, Distrito Feder",14,5,3963,74416,83298,"Conferencia de prensa de la @SSalud_mx sobre el #Coronavirus #COVID19mx del 7 de junio de 2020

#QuédateEnCasa… https://t.co/gjpPUzQFj4","['Coronavirus', 'COVID19mx', 'QuédateEnCasa']",2020-06-07 23:59:58
326,eMSir_Mauricio,Al que juzgue mi camino le presto mis zapatos... (:,México,0,0,3464,3568,158812,"""De las personas que tristemente han fallecido con Covid-19 el 42% eran hipertensas, el 37% diabéticos, el 26% obes… https://t.co/Bvq0YYw60M",[],2020-06-07 23:59:58
327,quijotefernando,"PROVINCIAS UNIDAS DE LATINOAMERICA
Patria Grande Latinoamericana
Nuestro inexorable destino.    
UNIDOS o DOMINADOS, no hay otra...","Argentina, Buenos Aires",0,0,381,236,32135,"Brasil tiene hasta el momento 658.434 casos positivos y 35.443 muertos por Covid-19

Bolsonaro es responsable, busc… https://t.co/qHDnu0OUbN",[],2020-06-07 23:59:58
328,BELLAYROJiTA,"★Venezolana,rebelde★No comulgo con quienes hoy han destruido la Patria. ANTIMADURISTA,ni enchufados,ni bozaleros!!",Pro Familia y contra el Aborto,0,0,17570,40541,199185,¿Hacia dónde va Venezuela en su lucha contra el Covid-19?  https://t.co/tgw6SNHwKS,[],2020-06-07 23:59:58
329,RosalindaE65,,,0,0,464,268,17765,"¿Eres una persona recuperada de #COVID19?

Acude de forma altruista a donar plasma a los Bancos de Sangre del #IMSS… https://t.co/Wy32b40Sbz","['COVID19', 'IMSS']",2020-06-07 23:59:58
330,medios_hablemos,"Trabajadores de los medios organizándose. No más precariedad laboral.
Contáctanos por DM. Totalmente confidencial.",,25,21,0,1974,342,"""Siguen cobrando sus convenios y la publicidad, nosotros apenas podemos pagar la renta""...¿les suena?

Lxs compas d… https://t.co/9xLNxEJi6E",[],2020-06-07 23:59:58
331,GrohlCristian,Siempre aprendiendo.,"Perth, Western Australia",0,0,237,151,11867,"Coronavirus Argentina, en las ultimas 24hs se realizaron 4.645 test. Acumula un total de 193.923 https://t.co/GGnUlkXDKK",[],2020-06-07 23:59:58
332,neptahc123,,,0,0,42,61,33634,Nuevo récord de fallecidos por Covid-19 en Colombia en 24 horas https://t.co/4hoYSSHXAK  #CotraElRacismoJusticiaYPaz https://t.co/zTrJmV84fb,['CotraElRacismoJusticiaYPaz'],2020-06-07 23:59:58
333,hotgirldeba,IG: hotgirldeba,,0,0,213,321,18560,Oyedepo really just said on live TV that schools and churches need to open asap because in his words 'Have you ever… https://t.co/nqAAM88toi,[],2020-06-07 23:59:58
334,BeatrizLepera,,"Buenos Aires, Argentina",0,0,2419,1530,80781,"Tras la muerte de su padre, el actor Marcelo Mazzarello realizó una fuerte denuncia:  “La pandemia se volvió una ex… https://t.co/3UM3tLlmvv",[],2020-06-07 23:59:58
335,yns_59100,🇲🇦🏴‍☠️ 👻:yannisnvr59,Grand Line,0,0,145,180,1096,Le Coronavirus tout le monde l'a oublié du jour au lendemain on dirait Mario Kart,[],2020-06-07 23:59:58
336,henryjcarrera,"DIOS CONCEDE LA VICTORIA A LA CONSTANCIA...HASTA LA VICTORIA SIEMPRE (YO SOY CHAVEZ) empresario, futbolista, 100% creyente q dejemos el odio y allá paz en vnzla",Venezuela,0,0,2820,798,56312,Estados Unidos está a punto de superar los dos millones de casos #coronavirus,['coronavirus'],2020-06-07 23:59:57
337,PuntalVMOk,,,0,0,64,311,17384,"[PANDEMIA] El Ministerio de Salud de la Nación elevó a 22.794 la cifra de infectados en el país, desde el inicio de… https://t.co/9Ln9TTNjgA",[],2020-06-07 23:59:57
338,louiser04425792,,,0,0,133,44,3859,"This is brief but spot on. But will the govt fund it? Nah!
https://t.co/0xrlnzoSn9",[],2020-06-07 23:59:57
339,marino80v,"El arroyo de la sierra, me complace más que el mar.
De #Cuba 🇨🇺  #SanctiSpíritus 🇨🇺 #DeZurdaTeam 🇨🇺
#YoSoyFidel 🇨🇺",Cuba,2,2,7567,6879,82480,#Cuba🇨🇺 Turismo espirituano aprovecha la pausa impuesta por la #COVID19. Mejoras importantes al producto turístico… https://t.co/YHosAREjXx,"['Cuba', 'COVID19']",2020-06-07 23:59:57
340,hruiz6505,Lealtad,,0,0,125,60,12462,"La OMS ahora está a favor de usar cubrebocas; antes de oponía. No es criticable, si el análisis de la evidencia te… https://t.co/vs3P6uwf9I",[],2020-06-07 23:59:57
341,_FERNANDO_DM_,🔥||•𝐀𝐂𝐓𝐈𝐎𝐍 𝐈𝐍𝐓𝐄𝐍𝐓𝐈𝐎𝐍•||🔥,CDMX🇲🇽,0,0,61,6,204,@Corona_Futbol @ClubAmerica Oribe Peralta #ElClásicoDeLaHistorira. 💛🦅,['ElClásicoDeLaHistorira'],2020-06-07 23:59:57
342,19kfish,,,0,0,823,647,43041,"@mhdksafa I am, until there is a vaccine or, at minimum, effective treatments for Coronavirus.  I don’t want to be… https://t.co/3w1RP381KI",[],2020-06-07 23:59:57
343,lusio2,"pesimismo en estado puro, por mis venas corre el fútbol. miembro de @asociacionxaora",españa,0,0,1016,402,17445,"Llevan cuatro meses diciendo que es miserable politizar los 45.000 fallecidos por coronavirus, y lo primero que hac… https://t.co/1imEq9ThU3",[],2020-06-07 23:59:57
344,Young__Alexis,"PANAMÁ, la verde, hermosa faja risueña arrullada por dos mares que enamorados la besan...",Panama,0,0,328,219,8745,"Mi mamá ha evolucionado bien, solo le queda la tos. Ambas somos aún positivas para Covid-19, debemos mantenernos hi… https://t.co/d8Vyilq6rz",[],2020-06-07 23:59:57
345,naa_guinean,🇬🇳,,0,0,766,299,23333,Le Coronavirus tout le monde l'a oublié du jour au lendemain on dirait Mario Kart,[],2020-06-07 23:59:57
346,RicGrossDRG,"Manager, U.S. Healthcare Insights, Decision Resources Group","Nashville, Tenn.",0,0,2063,487,15087,Gus Malzahn said last week that Auburn's plan was to isolate football players during their first week back on campu… https://t.co/cJB1pPOXgk,[],2020-06-07 23:59:57
347,AlbenizeP,Até quando...,Santa Mariana Pr,0,0,1212,556,27577,"Santa Catarina tem mais de 10 mil casos de coronavírus e mais de 150 mortos pela doença. Bem, em meio a pandemia, o… https://t.co/YnudjUHyAS",[],2020-06-07 23:59:57
348,redot2005,"Unionist, disabled veteran,  peace not war, an end of the rule of the few at the expense of the rest of us,","Madelia, Minnesota",0,0,12603,12654,458233,America could learn a lot from the state hit hardest by COVID-19 — if only Republicans would listen https://t.co/lLyBGarKL3,[],2020-06-07 23:59:57
349,munita0,Orgullosamente de sangre italiana y del 41%!!!!,,0,0,5002,3988,43308,"Tras la muerte de su padre, el actor Marcelo Mazzarello realizó una fuerte denuncia: “La pandemia se volvió una exc… https://t.co/wca6i20jB2",[],2020-06-07 23:59:57
350,mirandamuseum,"Politics and random. Trying to push all my Rhetoric/Academic stuff to @AdlerWriting Generally follow back, eventually. 
#BidenHarris2020","Los Angeles, CA",0,0,3254,2186,121228,"Trying to mentally prepare for the number of coronavirus cases that will spring from the protests. 
It’s deeply con… https://t.co/VvljJqg4uX",[],2020-06-07 23:59:57
351,mike_collins43,"Yeet Haw Bitch
(he/him)
drums in Noise Plant",,0,0,451,287,15472,how come the same white people that protested for HAIRCUTS and COFFEE without masks are the same white people that… https://t.co/IlEnEOCDUx,[],2020-06-07 23:59:57
352,SumitMandi8,Follow me Instagram username  :- star.mandi,"Jind, India",1,0,67,37,887,"जिंदगी धीमी जरूर  है पर रुकी नहीं  हाैसले नाज़ुक जरूर है पर टूटे नहीं  
#Covid_19 #GodMorning #सुप्रभात #सुरक्षा #सुविचार","['Covid_19', 'GodMorning', 'सुप्रभात', 'सुरक्षा', 'सुविचार']",2020-06-07 23:59:57
353,Matias_bolso,Nacional siempre,Uruguay ,0,0,468,452,157849,"| Último informe situacional sobre #coronavirus #COVIDー19 en Uruguay correspondiente al 7 de junio |

Hoy se proces… https://t.co/QQqn4Sydri","['coronavirus', 'COVIDー19']",2020-06-07 23:59:57
354,luzmar_machado,luzcha,Venezuela,0,0,77,39,20919,#NotiMippCI 📰🗞| En Panamá retoman medida de cuarentena por género luego de repunte de casos por Coronavirus. Lea má… https://t.co/Xbkg4n8uO3,['NotiMippCI'],2020-06-07 23:59:57
355,dohbicol,The Department of Health Regional Office in Bicol responsible for ensuring access to basic public health services.,Bicol Region,0,0,7,526,950,"As of June 7, 2020 (6PM), confirmed cases of COVID-19 recorded in Bicol Region remain at seventy-seven (77).

Full… https://t.co/72Sqtd9fq2",[],2020-06-07 23:59:56
356,miradorvirtual,Noticias de Mar del Plata y la Zona. Actualización permanente. Contenidos multimedia.,Mar del Plata,0,0,1259,12930,96167,Coronavirus en Argentina: se confirmaron 774 casos nuevos y 16 muertes en las últimas 24 horas… https://t.co/6yKVgDjlmE,[],2020-06-07 23:59:56
357,RogrioBarroso,Oh janelas de meu quarto Quem vos pudesse rasgar! Com tanta janela aberta Falta-me a luz e o ar.,Portugal,0,0,886,457,48622,El sueldo de los sanitarios sigue en el -5% https://t.co/NoqabHaopX,[],2020-06-07 23:59:56
358,MDyonisio,,,0,0,645,160,91404,"Wizard disse que governo faria recontagem de mortos pela Covid-19. Na nota, ele diz que recusou cargo e pede descul… https://t.co/X0NQYciFvN",[],2020-06-07 23:59:56
359,PhyddleDD,Ossified Contrarian who believes in Fair play for ALL. I also teach Advanced Twerking. #FBR.,"Metro Atlanta, GA",0,0,7380,6714,216171,"Texas had one of the shortest stay at home periods. In May, it opened most businesses with significant limits. The… https://t.co/iWKeXMtb0l",[],2020-06-07 23:59:56
360,marujavi3007,,,0,0,1159,358,22061,Otros 20 millones en préstamos a nuestra cuenta para medicamentos para combatir el COVID-19 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻… https://t.co/4pFly1Pwsq,[],2020-06-07 23:59:56
361,burroehvoce,não tenho provas mas tenho convicção,,0,0,552,649,65871,Coronavírus: Saúde confirma 1.382 mortes e 12.581 novos casos em 24 h https://t.co/6PbaaeFDzC,[],2020-06-07 23:59:56
362,Ren20_96,Trujillano | Derecho📖 | Mariateguista.,"Trujillo, Peru",0,0,605,267,7051,Presidente Martín Vizcarra: Por un INGRESO BASICO UNIVERSAL para enfrentar la crisis del coronavirus - ¡Firma la pe… https://t.co/ilAygVfvAy,[],2020-06-07 23:59:56
363,DavidBa52213522,Born and educated in Pennsylvania. Graduate of Bucknell and Penn State Universities. Retired CA State University Professor and Consulting Psychologist.,"Highlands Ranch, CO",0,0,88,158,13590,She’s back! Hillary Clinton slams Trump on his handling of COVID-19 and George Floyd’s death | Just The News https://t.co/8cz48w2RpQ,[],2020-06-07 23:59:56
364,operasingerBB,Side tracked from orig intention bc of #BLOTUS but still dedicated to help make products better when their design makes you crazy. Posting ads stops my follow.,"Somewhere, USA",0,0,4914,3126,129031,Editorial: The president is using crises to push policies that he otherwise has not been able to achieve through th… https://t.co/ZdBHzWNBIO,[],2020-06-07 23:59:56
365,alrochaarr,,,0,0,1171,434,25471,https://t.co/O2q0ZNISjz,[],2020-06-07 23:59:56
366,edaviladel,,,0,0,76,38,52770,17 hospitales centinelas en Caracas no están aptos para atender el covid-19 https://t.co/dZL6YnN46j https://t.co/QAhdyNv678,[],2020-06-07 23:59:56
367,Castell711,"Midwesterner, believer in facts, supporter of peace, believer in marching to your own beat ❤️",,0,0,1039,249,6300,"Texas realtor Jackie Galvan — San Antonio’s 2010 “realtor of the year” — owes 3 months’ rent, and her landlord want… https://t.co/zkWnNj99ts",[],2020-06-07 23:59:55
