,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date,langs
196,sdunleavy27,,Northern California,5,0,381,925,2107,Fellow Boilermakers: let’s give back to an athletic department that gave us all so much during our career and beyon… https://t.co/EmbwMNHVqa,[],2020-08-21 23:59:53,en
197,CarolanOlivia,✖︎ USYD Media Student - Majoring in Immunology & Pathology ✖︎ Health Communication ✖︎,"Sydney, New South Wales",0,0,46,14,109,The new #coronavirus and #COVID19 have dominated the work of thousands of researchers in an unprecedented global ef… https://t.co/cFMMxdmANI,"['coronavirus', 'COVID19']",2020-08-21 23:59:53,en
202,raimeygallant,"Twice-shortlisted crime fiction author in edits with my agent⋅tweets about social justice, chronic illness, disability, writing, and reading⋅she/her","Winnipeg, Manitoba",0,0,14401,19359,13970,The National Medical Association-founded by Black physicians in 1895 because they were barred from the… https://t.co/bhoGpThe9r,[],2020-09-21 23:59:59,en
204,Len_Palajac,,,0,0,206,64,41370,Air Canada is polling on whether people think COVID-19 tests should be mandatory before any flight (and whether peo… https://t.co/4sMMKDrBUC,[],2020-09-21 23:59:59,en
205,RSAsecurity,"We create technology to help you address the challenges of security, risk management and fraud in the digital era. 

For support: @RSASupportDesk",Global,2,0,3031,118035,23826,"According to @Gartner_inc, nearly three in four companies plan to permanently shift more employees to #remote posit… https://t.co/HUJIlAMMf4",['remote'],2020-09-21 23:59:59,en
208,UntamableRogue,#AntiFascism | #BlackLivesMatter | #ClimateAction | #EqualRights |  #JusticeInPolicing | #Resist | #RightMatters | #VoteBlue No DMs. We're all in this together.,,0,0,4961,2757,38128,"Nearly 200,000 Americans have died. Almost seven million Americans have been infected. The sudden removal of CDC gu… https://t.co/QjldKZ14ND",[],2020-09-21 23:59:59,en
209,MikkiChandler,,,0,0,2860,1396,157507,"Being around 63,000,000 Nazi assholes in the US significantly increases risk of death from Covid-19 https://t.co/SgJAMMY7Ya",[],2020-09-21 23:59:59,en
210,bluebirdie13,,,0,0,4970,1646,32674,"Nearly 200,000 Americans have died. Almost seven million Americans have been infected. The sudden removal of CDC gu… https://t.co/QjldKZ14ND",[],2020-09-21 23:59:59,en
213,EnergyTobu,"am an energy economist, am not a physician, just a public health advocate","Vancouver, British Columbia",0,0,326,249,6443,How to Safely Visit Older Relatives During the Coronavirus Pandemic https://t.co/1FXqMjp1VG via @clevelandclinic,[],2020-09-21 23:59:59,en
215,jennifercrossl5,cancelled restauranteur. conservative. wannabe activist,"Texas, USA",0,0,561,302,23743,"Can someone answer me this question?

COVID-19 is extremely contagious right?  Why do they have to swab so far back… https://t.co/yO6EHVDl5Y",[],2020-09-21 23:59:59,en
217,mekaya72,"Once a content Independent, but can no longer idly sit by & watch this travesty. 
#MMIW #BLM #NativeLivesMatter #PortlandKidnappings","Portland, OR",0,0,3187,2159,57498,"Anyone who's tested positive for COVID-19? 

That's a pre-existing condition—one that won't be protected if… https://t.co/G4DnZ5xUHt",[],2020-09-21 23:59:59,en
218,brucebarket,"As a criminal defense lawyer I get to represent the accused, seek mercy for the condemned and help exonerate the innocent. It is great work if you can get it.",metro NYC,1,0,1192,749,8616,A mask alone will not prevent health care workers with early Covid-19 from contaminating their hands and spreading… https://t.co/DyqalCZphS,[],2020-09-21 23:59:59,en
221,ilovemy21boys,เรารักผู้ชายเอนซีถี💓,,0,0,230,10,113367,"Pubs and restaurants in England must have a 10pm closing time from Thursday in battle against coronavirus, PM to say https://t.co/pzDoA8JHc1",[],2020-09-21 23:59:58,en
224,ir_child,"In Iran today due to extreme poverty and mismanagement of the ruling Religious Dictatorship the millions of children are deprived from  their childhood,dignity","Vancouver, Canada",0,0,2645,578,19842,"#Iran #coronavirus update: Over 106,800 deaths, Khamenei blames the people for Covid-19 crisis… https://t.co/zMyT4gfscm","['Iran', 'coronavirus']",2020-09-21 23:59:58,en
225,dfiedo,"Retired 7/1/15: PGA TOUR, SVP","Ponte Vedra Beach, FL",0,0,2785,1044,14767,BREAKING: The CDC has removed from its website the undisputed scientific FACT that Covid-19 is spread by airborne a… https://t.co/2uiCG4CwJE,[],2020-09-21 23:59:58,en
226,ToxicTamaka,resident evil apex and many others!💜| complains a lot🗿 |soft but with a bit of savagery here and there💀| music😌| coffeeholic☕️| shitposting | cats | 💗💙💜,Kuwait. Minor he/she/they ,0,0,349,220,9132,@Wraithsvoid_ It really is i hate it.💀 can’t wait for ms corona to kindly fuck of already already so sick of her.💀💀💀,[],2020-09-21 23:59:58,en
227,45MustGoToday,#IncompetenceKills,,0,0,1294,655,25655,"Trump Coronavirus Task Force “was like a family office meets organized crime, melded with Lord of the Flies. It was… https://t.co/pkVBuGecgU",[],2020-09-21 23:59:58,en
230,WorkmanKyle,Old and not very wise.,,0,0,22,0,263,Kentucky doctor who urged mask-wearing early on dies of Covid-19 https://t.co/FdsknutdWj via @nbcnews,[],2020-09-21 23:59:58,en
231,a_eridani,🌊🌊🌊🌊🌊🌊🌊#TraitorTrump#Resist #FRB #BLM Wear a Mask Biden/Harris2020🏳️‍🌈Ally Accountability before Healing RepresentationNotRulers! #TeamJustice she/her,"Wisconsin, USA",0,0,6119,5965,54308,"Nearly 200,000 Americans have died. Almost seven million Americans have been infected. The sudden removal of CDC gu… https://t.co/QjldKZ14ND",[],2020-09-21 23:59:58,en
234,NEWS_by_Larry,"I'm Larry, an AI that helps publishers curate pages not too different from this one. Very much looking forward to whatever's next...",,0,0,8,53,43818,"Stock investors focused on new worries about the coronavirus and economy, selling into a market Monday that was alr… https://t.co/HzLfvbLZXe",[],2020-09-21 23:59:58,en
235,LaurenLindsayDj,"Signs in theSun!(Luke21:25) #Christian wont pretend Im perfect, clairvoyant, foreseen rapture,tidal wave in Palm Beach Island coming soon Rom.13:10;Love is LAW!","Jacksonville, FL",1,0,1252,2042,53993,"Warning From Jesus 2nd wave IS REAL!
https://t.co/jK1Gcagnib
tests contaminated
https://t.co/g7UZvL7nd9… https://t.co/mSwwQptFHy",[],2020-09-21 23:59:58,en
236,LeeKlawans,"Communications specialist, instigator, photographer, writer, painter, magician, reseller, handyman, husband, dad.
'What you seek is seeking you.'  Rumi
 #Resist","Chicago, IL",0,0,5002,4171,15640,"When @realDonaldTrump was first told how deadly the coronavirus was, he froze like a deer in the headlights. We're… https://t.co/sATsua3IkZ",[],2020-09-21 23:59:58,en
237,PHScss,"PHS Community Services Society provides housing, harm reduction, & health care in Vancouver’s DTES & beyond. Co-manages Insite & Onsite with @VCHhealthcare","Vancouver, British Columbia",0,0,991,2313,2902,"$1 billion Rapid Housing Initiative, $236.7 million for Reaching Home to address #homelessness in light of #COVID-1… https://t.co/5nBCH6t6Qo","['homelessness', 'COVID']",2020-09-21 23:59:58,en
238,navstadt,Old Fart Conservative,Panther Burn MS,0,0,3044,2569,166839,Bill Gates tells Chris Wallace Trump's travel ban may have worsened coronavirus pandemic https://t.co/2VPZRM9Ab2,[],2020-09-21 23:59:58,en
240,tutugroovy,Still The Real Meal Deal - Change is the Slice of Life. I support Planet Earth and all its creatures.,Between here and there,0,0,1680,583,60000,Resident Doctor Dies of Coronavirus at 28 After Treating COVID-19 Positive Patients in the ER​ https://t.co/o5Akf9m2SR,[],2020-09-21 23:59:58,en
241,pickles_smith,"🐶. 60 yo. Fierce supporter of education. Dog lover, baby kisser, equality for women long over due.",,0,0,315,151,26052,"@SenatorBraun ""Sanctity of life"" 
https://t.co/n4WEzD0wB7",[],2020-09-21 23:59:57,en
244,jordansforge,,Bedfordshire UK,0,0,3849,799,10074,Some context on the significance of tmrw in our national life: it will be only the third PM’s address to the nation… https://t.co/oM6bQAd7fP,[],2020-09-21 23:59:57,en
245,nneill2,"Yankee in Texas, wife, mom, grandma, dog lover, artist and liberal tree-hugger! West Texan Against Trump",,0,0,401,404,92664,The Taj Mahal reopened on Monday (9/21) after being closed to visitors for six months because of the coronavirus pa… https://t.co/JCYR0trvT6,[],2020-09-21 23:59:57,en
248,naonewsindia,,,0,0,20,6,2748,"After dwindling Covid-19 cases, UK PM Johnson hopes for normalcy by Christmas
https://t.co/6jAr3T4mx8",[],2020-09-21 23:59:57,en
251,VIKBataille,"⚖️⚔️ While we only fought for Union for white people, we were defeated; as soon as we added to it Freedom for all, we triumphed. ✌️","Washington, D.C.",0,0,3200,980,253475,CDC Reverses Guidance On If Coronavirus Is Airbone - NBC New York https://t.co/nBt233wRJd,[],2020-09-21 23:59:57,en
253,timvaldez29,All glory to that man above. Senior at University of Colorado. Eaglecrest Alum #KeepPounding #TakeNote,"Parker, CO",0,0,749,947,38863,Loveland’s Resurrection Christian High School closed because student tested positive for COVID-19 https://t.co/JzCvvEH6TA,[],2020-09-21 23:59:56,en
257,CarolTimmons1,"Registered Nurse, Mom, Grandmother, Political/news junkie.
Blue Resister.","Murrells Inlet, SC",0,0,1403,625,101978,"Almost 200K Americans dead, businesses &amp; families hanging by a thread—yet Republicans are sticking to their sickeni… https://t.co/hnNtEZn3aH",[],2020-09-21 23:59:56,en
259,esteban_nieves,,tolland Ct/Camuy P.R,0,0,1827,655,45913,"Almost 200K Americans dead, businesses &amp; families hanging by a thread—yet Republicans are sticking to their sickeni… https://t.co/hnNtEZn3aH",[],2020-09-21 23:59:56,en
260,later_d,Breath. Now. #GeauxSaints⚜️,"Florida, USA",0,0,383,201,22567,"""Those were the bells at the Washington National Cathedral. The church tolled its morning bells 200 times on Sunday… https://t.co/P7LKGga4Mq",[],2020-09-21 23:59:56,en
264,Sheljanz,"Feminist, wife, and mom. Psychotherapist. Native Michigander, promoting human rights and Mother Earth.","Michigan, USA",0,0,4127,2481,91440,"🚨BREAKING: In huge victory for @TheDemocrats and Wisconsin voters, federal judge:

✅extends online and mail in regi… https://t.co/fWVsGBEt9d",[],2020-09-21 23:59:56,en
265,chirontervs,,,0,0,81,32,7873,@StephenKing The GOP couldn’t even wait 24 hours after RBG’s death to take action for their own benefit but have ta… https://t.co/oImeAWeRnY,[],2020-09-21 23:59:56,en
266,Shea1105,I love my Wife and love my Pets. Ohh an I also like to laugh.. Vote in Every Election,"Pittsburgh, PA",0,0,569,255,11707,"@realDonaldTrump
And @senatemajldr
Bankrupting the government while 200,000 people died of covid-19.

https://t.co/dFWJjky6Tc",[],2020-09-21 23:59:56,en
267,WyBenjAnderson,A member of the restored church of Jesus Christ. Official O.U.R. Abolitionist. Poet. I'm Conservitive Independent. I'm currently attending UVU.,"Eagle Mountain, UT",0,0,1780,157,6264,Nevada is now the 7th state to quietly reverse their decision to block HCQ prescriptions for COVID-19. Physicians i… https://t.co/QUcaL6QZud,[],2020-09-21 23:59:56,en
270,hyonibee,"🎨그림계정은 이쪽 Artwork only👉🏻 @hyonibeee 👈🏻 
 🎗🦔🏎️🎾🏍 햄돌/ℍ𝕪𝕠𝕟𝕚 🤪  Formula 1, Motorsports, Tennis, 쩜오잡덕 🏎️ #𝑺𝒆𝒃𝟓☝️#𝑮𝑨𝑺𝟏𝟎👌🎾 #𝑺𝑯𝑨𝑷𝑶🐺",👩🏻‍🌾,0,0,1084,1626,543756,Roland-Garros tournament officials have confirmed that a female player in the qualifying rounds has tested positive… https://t.co/e0KAx0KKVR,[],2020-09-21 23:59:56,en
271,Becka73266384,✍,,0,0,165,98,148862,@NBCLatino Dr. Eric Salazar—who is Mexican American—has made a huge impact on the treatment of Covid-19 as the prin… https://t.co/ypkEs2mH3c,[],2020-09-21 23:59:55,en
273,stevetwilightim,,,0,0,439,53,59002,"BE A PATRIOT

TESTING &amp; MITIGATION &amp; DISTANCING &amp; FACE MASKS ARE KEY 

BE 6' APART OR 6' BELOW 

 ASK AMERICANS TO… https://t.co/1AVzn8Ff75",[],2020-09-21 23:59:55,en
276,realNoahSavage,#BLM #LGBTQ+ 🏳️‍🌈 “Justice too long delayed is justice denied.” #TransRightsAreHumanRights 🏳️‍⚧️,"New Mexico, USA",0,0,4741,4724,13305,"Nearly 200,000 Americans have died. Almost seven million Americans have been infected. The sudden removal of CDC gu… https://t.co/QjldKZ14ND",[],2020-09-21 23:59:55,en
277,WorkatWVU,Supporting current and future employees of the Mountaineer family as they go beyond in their career. 💛💙,"Morgantown, WV",0,0,516,1939,4335,"Getting a call from 304-293-1003 or 304-293-6006? ANSWER IT! 📲

If you're in quarantine, our Shared Services team w… https://t.co/2h5bkQ0ZQM",[],2020-09-21 23:59:55,en
278,odinali2000,“Be yourself; everyone else is already taken.” ― Oscar Wilde,,0,0,464,50,918,"Anyone who's tested positive for COVID-19? 

That's a pre-existing condition—one that won't be protected if… https://t.co/G4DnZ5xUHt",[],2020-09-21 23:59:55,en
280,therealkylebas,My alt is way more entertaining.,,0,0,714,232,6845,"You should be angry this morning that the GOP Senate, which has chosen not to pass coronavirus relief for nearly fi… https://t.co/O9IN6DZOOJ",[],2020-09-21 23:59:55,en
281,Silk_Flame,,"Saint Augustine, FL",0,0,243,148,12645,"Nearly 200,000 Americans have died. Almost seven million Americans have been infected. The sudden removal of CDC gu… https://t.co/QjldKZ14ND",[],2020-09-21 23:59:55,en
285,kindlee55,Vegan for the animals. Happy because the food is delicious!,"Georgia, USA",0,0,7141,7027,396581,"Trump-loving former GOP official who hated face masks, Tony Tenpenny, dies from COVID-19

https://t.co/D6t32qphUd",[],2020-09-21 23:59:55,en
286,sonofnels,American @altavozentmt CEO and loud 📢 84th Great Grandson of Sargon.,"American University Park, DC",0,0,10932,9966,135721,"We mourn the mothers and fathers, brothers and sisters, grandparents, friends, and loved ones who have been lost to… https://t.co/4cHIejkTCO",[],2020-09-21 23:59:55,en
287,nita2757,,,0,0,257,9,5480,BREAKING: The CDC has removed from its website the undisputed scientific FACT that Covid-19 is spread by airborne a… https://t.co/2uiCG4CwJE,[],2020-09-21 23:59:54,en
288,bmlyle,,,0,0,222,280,66440,"Not a single person has died from the virus in Toronto in September.

The last death was Aug. 28, almost a month ag… https://t.co/KUJ5moLUVr",[],2020-09-21 23:59:54,en
289,mmmaryk,"“It's because being American is more than a pride we inherit, it's the past we step into and how we repair it.” - Amanda Gorman","ÜT: 40.716653,-73.999549",0,0,506,237,13722,"🚨BREAKING: In huge victory for @TheDemocrats and Wisconsin voters, federal judge:

✅extends online and mail in regi… https://t.co/fWVsGBEt9d",[],2020-09-21 23:59:54,en
290,Justice30,RT ≠ agreement,London,0,0,5001,2977,147466,"Conservationists demand closer scrutiny of global wildlife trade

'We're working with charity Space for Giants to p… https://t.co/Z9CpysKhPT",[],2020-09-21 23:59:54,en
292,f16sweet,"Plastics RN, Proud Newfoundlander, Hockey Girl, 🇨🇦🇺🇸",United States,0,0,726,81,4244,"Once again, Dr. Scott Atlas shreds the COVID-19 hysteria &amp; the pseudoscience surrounding reported cases on college… https://t.co/KaFoKArWPh",[],2020-09-21 23:59:54,en
293,RachelleKCMO,"Board-certified music therapist - private practice, primarily with elders. Coach/supervisor for MTs. Oboist, pianist, guitarist. Single mom of two. She/her",Kansas City,7,0,1283,1771,12533,@TheRaDR Free and anonymous counseling to help people with the mental health strain of the pandemic. These programs… https://t.co/LSWwfAFsuG,[],2020-09-21 23:59:54,en
296,jabeeryahaya1,Are those who know equal with those who know not?,"Kano, Nigeria",0,0,1700,711,4541,President of Guinea Republic🇬🇳 beating up a minister who stole COVID 19 funds. When will my country 🇳🇬 be like this? https://t.co/E8alNrv66k,[],2020-09-21 23:59:54,en
300,charliegkappler,,,0,0,53,60,32695,WATCH: Minnesota voter agrees that President Trump “did everything that he could” to stop the spread of the coronav… https://t.co/aYvzvETyF2,[],2020-10-21 23:59:59,en
301,J_L_Luton,"Cis. She/her. Refreshing my perspective, staying afloat while missing the coast. Art by Nate Flamm w/permission",California,0,0,1982,2015,31887,Compton Mayor Aja Brown is creating a new program to guarantee a basic income for 800 residents in the community du… https://t.co/Qqkd2TCO6U,[],2020-10-21 23:59:59,en
302,Jakethecrazy19,,Earth 2,0,0,526,105,53959,"@washingtonpost I don't understand the ""read the full article, placebo"" stuff. Someone in a coronavirus trial died… https://t.co/Enh4FMOM4Y",[],2020-10-21 23:59:59,en
307,SYCHOGRL26,"Mother,aunt,sister,daughter,lover of the human race & the animal race ❤@davemorrissey64❤ Followed by David Morrissey on 11/21/2014 https://linktr.ee/sychogrl26","Elberton, GA",0,0,1251,1282,67803,Pro wrestler Johnny Meadows dead from COVID-19 complications at 59 https://t.co/JqlhqKe0Cl,[],2020-10-21 23:59:59,en
308,fadli_tamam,#🇮🇩🇰🇷🇯🇵🇺🇸,Indonesia,0,0,4998,1215,124682,Germany's health minister tests positive for COVID-19 https://t.co/U6Npc0eU1F https://t.co/weMLsgI5Eu,[],2020-10-21 23:59:58,en
309,PennyPoptarts,,,0,0,1291,933,9819,"A generous, intelligent review of my new book from @ForeignPolicy's @michaelphirsh, who writes that it starts ""a ne… https://t.co/8feZKSe46m",[],2020-10-21 23:59:58,en
311,foxyfoxhh88,"Trumpublican! 🇺🇸 🇺🇸 MAGA through and through ! Trumpism ❤️
Donald J Trump is my God, my inspiration. Best President ever.
Fcuk leftists scum, woke, blm,",,0,0,1029,317,70608,Senate Democrats just used the filibuster — which they say they dislike — to kill another coronavirus relief packag… https://t.co/rWgyjHlasv,[],2020-10-21 23:59:58,en
312,davidrvvxx__,10-24-14  LLJ RIPMAC,,0,0,198,620,27084,"More than anything, *if* Trent Brown tested positive for COVID-19, I hope he’s ok and that the people around him (f… https://t.co/qYnYTLzYKP",[],2020-10-21 23:59:58,en
313,ConservaMomUSA,"MD/PhD:wife,mom RT’d by BEST PRESIDENT Trump-1&2A-NRA-ALL LIVES! In ❤️ with #Dogs! 🚨Parler-@ConservaMomUSA Telegram/MeWe-ConservaMomUSA Patriot4Life",Trump’s America🇺🇸,0,0,10764,52765,268177,"In other breaking news, research shows that water is wet. 

https://t.co/PSJJNSXHMj",[],2020-10-21 23:59:58,en
314,mlcarmel,Senior Reporter @BoiseDev. Longtime reluctant resident of the South. Schooled by: @VCU. Raised by: @theidahopress and @newsadvance. 757-705-8066.,"Boise, ID",0,0,5002,2706,17275,"Now we've got a question about COVID-19. 

""COVID has drastically affected how we provide service.""

He said in Ric… https://t.co/uoN8koN1Tm",[],2020-10-21 23:59:58,en
315,EdBayne1,"Retired pediatric cardiologist; proud husband, father and grandfather; believe in forgiveness and “love thy neighbor”; church musician; proud Democrat","Florida, USA",0,0,1694,495,19440,"The news has barely mentioned it, but Big Pharma company Gilead is charging $3,000 for a coronavirus drug that cost… https://t.co/rsvExTkd02",[],2020-10-21 23:59:58,en
316,MargolisNews,News Director/On-air talent/hs 🏀 pxp/jack-of-all-trades for New Media Broadcasters | IU Class of '18 | Minnesota born and raised,"Hopkins ➡️ IU ➡️ Havre, MT",5,0,3065,1690,14240,Going to stop live tweeting this meeting because I'm working on several things at once. And they are all COVID-19 r… https://t.co/5J1AAesmjJ,[],2020-10-21 23:59:58,en
317,preetixst,all I do is play ps4 and cry.,Essex          °She/Her ,0,0,192,267,9263,"The PM has lied to the House of Commons.

Before Covid I was fixing his mess at TfL- reducing the deficit by 71% si… https://t.co/HA1t3G8Z49",[],2020-10-21 23:59:58,en
319,NicoleStoutPT,"Oncology rehab & survivorship researcher, speaker, author. Optimizing health for cancer survivors. I'm really just a nerd all dressed up⛳️🧘‍♀️👠✈️ Views=mine","West Virginia, USA",0,0,4190,6249,25127,The volunteer did not receive the vaccine. Why the misleading headline? #COVID__19 https://t.co/4N1O6x2W97,['COVID__19'],2020-10-21 23:59:58,en
321,lovindlight,"Woman, Mother, Electrician, Liberal, Feminist, Ex-wife and Best Friend, Dog Spoiler, Supporter of Rainbows and Unicorns, Social and Racial Justice, Equality.",near the beach,0,0,506,122,10685,Disturbing decision by @GovAbbott — social workers should not be allowed to discriminate against LGBTQ people and f… https://t.co/iHSLfu994Z,[],2020-10-21 23:59:58,en
323,CurtGehl,"From Wisconsin, Georgia, and now Kansas",Stilwell KS,0,0,41,54,14045,"The risk of COVID-19 exposure onboard an aircraft is “virtually non-existent,” according to a new study by Boeing,… https://t.co/mUQ9LbLY8s",[],2020-10-21 23:59:57,en
324,JFBaxter,"Husband, father, grandfather, Maple Leafs fan.","Corona, CA",0,0,177,271,43654,None of the trials of Covid-19 candidate vaccines can detect a reduction in serious outcomes such as hospitalisatio… https://t.co/GojcJ51eNP,[],2020-10-21 23:59:57,en
325,VIKBataille,"⚖️⚔️ While we only fought for Union for white people, we were defeated; as soon as we added to it Freedom for all, we triumphed. ✌️","Washington, D.C.",0,0,3200,980,253475,Carroll County sees third COVID-19 death of over-65 community member in 8 days - Baltimore Sun https://t.co/CbTGESzcJT,[],2020-10-21 23:59:57,en
327,MadelyneRants,"#DemCast State Captain for South Carolina. 
Patriot. Feminist. Scientist. Geek Persisting. Ally🌈 #IspeakfortheTrees Views are mine alone. #ALLINSC",Lowcountry South Carolina,0,0,19491,23552,241069,It is far past time the Administration be truthful with the American people and implement a national plan to contai… https://t.co/vMWETTVVMi,[],2020-10-21 23:59:57,en
330,ydfished,"odds are, I watch more football & basketball than you do. #hockeyis4morons #canball #thathelpsnoone #zags #zagworld #marchmadness can I get an RT already?","edmonton, alberta, canada",0,0,1464,471,92908,@ddale8 He's nuts. https://t.co/o4XNsNhgG9,[],2020-10-21 23:59:57,en
331,its_simonee,||♍️||ECU Alumna||🐝 Stan Account||ZIGAZIG AH|| What would Beyoncé do? But make it a little ratchet!,336,0,0,886,251,25282,Atlanta the only place that don’t give af about COVID-19... I’m outta town and even the homeless people out here wearing mask 😂😂😂,[],2020-10-21 23:59:57,en
332,2045Gits,"Just a simple guy trying to be honest, and optimistic, unfortunately, things are getting more and more pessimistic and full of dark humor.",,1,0,105,84,12999,#SanctionErdogan #ArtsakhStrong #StopErdogan #Azerbaijan attacked #ArtsakhRepublic 24 days 16 hours 48 minutes 37 s… https://t.co/adU8hnTtdh,"['SanctionErdogan', 'ArtsakhStrong', 'StopErdogan', 'Azerbaijan', 'ArtsakhRepublic']",2020-10-21 23:59:57,en
333,TTVRadicalLion,Joshua 1:9🇨🇴♏️,,0,0,152,142,34936,"Real Madrid 0-3 Shakhtar Donetsk

A reminder that Shakhtar are missing 10 first-team players due to COVID-19 😳 https://t.co/46aIbnSjvp",[],2020-10-21 23:59:57,en
334,TrulyUB,Medical bill review specialist📄 Mom of Four amazing kids ♥️ seashell jewelry maker 🐚 Lover of 📚  Researcher at ♥️,Florida,0,0,848,509,25313,"Black Friday will look different this year, as businesses choose to put sales online in order to reduce overcrowdin… https://t.co/gDOHSYaE8N",[],2020-10-21 23:59:57,en
335,Satyawadi5,senior citizen,,0,0,17,16,8601,"@the_hindu The real virus which ha badly infected the country are the Gandhis. The brother
sister duo did not leave… https://t.co/9bL3G94St0",[],2020-10-21 23:59:56,en
337,DarleneDarbear,,,0,0,127,96,37154,Looking to the past to better understand the COVID-19 anti-mask movement. @adriearsenault https://t.co/RjU0FlZfN1,[],2020-10-21 23:59:56,en
338,MplsMe,"❗️America was ALREADY great❗️ Call your MOC: 202-224-3121. Nolite te bastardes carborundorum 💚Artist, Teacher, American, Patriot, Sec Humanist #Ω #MN03 🌈Ally","Minneapolis, MN",5,6,39790,42161,81368,"I won't lie...I won't fly...here is just 1 reason why.

The incident occurred three months ago on a flight from Ari… https://t.co/tB9Q4Y0Usq",[],2020-10-21 23:59:56,en
340,apprater,New #apps every day. Submit your own free! Feedback DM @andreiluca,Worldwide,2,0,4165,6916,26581,TripsGuard – COVID-19 Travel Related Restrictions Worldwide. https://t.co/VBY5OyMVPT #consumers #people #travellers,"['consumers', 'people', 'travellers']",2020-10-21 23:59:56,en
341,LisaWorrilow,"Mom to six adults and now it's my turn. Back to college, brand new life. Eternal optimist, always progressing. Peace is the goal.","West Hills, CA",0,0,901,171,24472,"Former President Obama blasted President Trump’s handling of the coronavirus pandemic, his response to racial unres… https://t.co/5vCQaO6V8g",[],2020-10-21 23:59:56,en
344,mkttalker,I am ...concerned.,,0,0,3742,1413,89118,"#MoscowMitch Says NYET To Americans

He urged White House against large stimulus deal as #Pelosi and #Mnuchin talk… https://t.co/U4oXqyuZMA","['MoscowMitch', 'Pelosi', 'Mnuchin']",2020-10-21 23:59:56,en
345,StevenHarp_,"http://facebook.com/steven.harp.9041/
http://instagram.com/steven__harp/
http://pinterest.com/stevenharp568/",,0,0,1370,1795,98911,Hamilton County Could Soon Turn 'Purple' On Ohio's COVID-19 Advisory Map https://t.co/5ase0eTXrZ,[],2020-10-21 23:59:56,en
347,daniellelaurier,On ne peut pas vivre heureux dans le mensonge.,,0,0,292,118,4738,"@EmergencyBlog Même point de presse vue différente : COVID-19 curve is flattening in Montreal, but young adults are… https://t.co/g8enj2njap",[],2020-10-21 23:59:55,en
349,_ZayBanks,INTJ | #NotMeUs | #VoteGreen 💚🌻,The Winner's Circle,0,0,641,679,146617,Compton Mayor Aja Brown is creating a new program to guarantee a basic income for 800 residents in the community du… https://t.co/Qqkd2TCO6U,[],2020-10-21 23:59:55,en
350,NoMoreDTrump,"Average guy making my way through life.
#Resist
Connoisseur of potholes
Hypothermia is a myth put forth by the coat industry

No DMs please",,0,0,2350,2173,8998,Rick Bright claims Trump is 'hiding the truth' of Covid from Americans. https://t.co/s3a842HCPF via @msnbc,[],2020-10-21 23:59:55,en
351,mlauriat,"~All that is necessary for evil to succeed is that good men do nothing~ Edmund Burke.   Twitter is not a dating site, DM's from friends welcomed.",Canada,0,0,6125,6109,72953,COVID-19 internment camp conspiracy totally false: PM https://t.co/WH69JvcsRP,[],2020-10-21 23:59:55,en
354,juulpodjean,🌱 proud intersectional feminist and ready to learn more!!! biracial gender-nonconforming piece of metal 🔗 (THEY/THEM),"West Haven, CT",17,0,1336,473,29688,hit my vape stealthily (tobacco free campus) and since I was tryna b quick it went down the wrong pipe(????) and I… https://t.co/R8893RQ3Cn,[],2020-10-21 23:59:55,en
355,k2kash,Trader. Photographer. http://www.alaskaiphotos.com,,0,0,184,38,1921,"Arizona government and health officials likely won't tell you that, in Maricopa County, there have been over 3x the… https://t.co/j1gfTQ0ZMe",[],2020-10-21 23:59:55,en
356,WaveDiva,Democrat because I’m not a moron! Vaccinated & Still Wear Mask! 🌊 #Blue2020 #MyRight2Live #Resist #EqualRights #M4ALL https://amzn.to/2ENaa5k,"Florida, USA",1,0,2423,1711,19912,Florida investigating all COVID-19 deaths - South Florida Sun-Sentinel https://t.co/OIvt0PyeHA,[],2020-10-21 23:59:55,en
358,Bigg092MLBOA,#Endsars   #ForeverPopSmoke 💫💫,,2,0,21,23,241,"@AM_Aujara @MobilePunch You people should speak up and take it from there.
Them politician don’t give a single fucc… https://t.co/Dz6GKmkfIr",[],2020-10-21 23:59:55,en
360,eatveggies4000,"wife, mother of 2, holistic health coach, advocate for kids w/ T1D, resist 45, determined to save democracy for my kids & get healthcare for all",,0,0,810,752,18258,"The news has barely mentioned it, but Big Pharma company Gilead is charging $3,000 for a coronavirus drug that cost… https://t.co/rsvExTkd02",[],2020-10-21 23:59:55,en
362,CoronaUpdateBot,"@plutonicindia made me to retweet important updates about #coronavirus

Follow Us for all the related updates worldwide",,0,0,3,1204,626715,Economist Emily Oster has some rules for helping stressed parents make better decisions during the coronavirus pand… https://t.co/aqGk87q0J4,[],2020-10-21 23:59:55,en
366,heyjudeworld,28 yrs in golf/tv biz. photographer...Mngr @RobertDDamron. Mom 2 greatest dogs on planet. Will Stop the War on My Rack #2timesurvivor heyjudeworldinfo@gmail.com,Your world through my eyes ,0,0,2644,2311,29281,"Eight months into the pandemic and following pleas from educators and parents, Illinois has decided it will publish… https://t.co/UXoUkK1kK1",[],2020-10-21 23:59:54,en
